SRR1793993	SRR1793991	SRR1793994	SRR1793992
WBGene00019242	0.156062226795732	0.0463957794439911	0.0507387966242396	0.0697782412603625
WBGene00019243	0.624248907182927	1.80943539831565	0.710343152739355	0.261668404726359
WBGene00001564	1145.70482764973	346.127979911988	662.327338200616	193.843954221287
WBGene00219801	0	0	0	0
WBGene00005228	3.06922379364939	0.510353573883902	2.57076569562814	0.27911296504145
WBGene00005613	0	0	0	0.0174445603150906
WBGene00005612	0.017340247421748	0	0.0338258644161597	0.0174445603150906
WBGene00015489	0.0346804948434959	0.0309305196293274	0.0845646610403994	0
WBGene00006182	0.0520207422652439	0	0.0676517288323195	0.0174445603150906
WBGene00006181	0.0346804948434959	0	0.0338258644161597	0
WBGene00005516	0.0346804948434959	0	0	0.0174445603150906
WBGene00006288	0.0520207422652439	0.185583117775965	0.0507387966242396	0.157001042835816
WBGene00005642	119.907810921387	21.7596205592318	42.7558926220259	31.4350976877933
WBGene00006087	0	0.0309305196293274	0.0507387966242396	0
WBGene00206359	0.208082969060976	0.402096755181256	0.558126762866636	0.0523336809452719
WBGene00015491	0.0693609896869919	0.0154652598146637	0.304432779745438	0.0697782412603625
WBGene00005643	67.5749442025518	17.8314445663073	45.5803523007753	17.4620048754057
WBGene00006266	0.017340247421748	0	0.0845646610403994	0
WBGene00019983	132.93033673512	266.822127582393	185.906950831214	96.433529421821
WBGene00019982	0.017340247421748	0	0.219868118705038	0.0174445603150906
WBGene00044514	15.8316458960559	3.95910651255391	30.2403227880468	4.29136183751229
WBGene00019981	0	0	0	0
WBGene00044091	0	0.0309305196293274	0	0.0174445603150906
WBGene00020060	0.0346804948434959	0.0309305196293274	0.118390525456559	0.104667361890544
WBGene00020059	0.017340247421748	0	0.0169129322080799	0
WBGene00020062	0.0520207422652439	0.0154652598146637	0.135303457664639	0.0348891206301813
WBGene00206411	0.017340247421748	0.0309305196293274	0.0169129322080799	0
WBGene00020058	13.9935796693506	5.53656301364961	11.5853585625347	11.6006326095353
WBGene00020063	0.797651381400407	0.0463957794439911	0.845646610403994	0
WBGene00020057	0	0	0	0
WBGene00020056	0.0693609896869919	0	0	0
WBGene00005923	0	0	0	0
WBGene00005922	0	0	0	0
WBGene00005921	0	0	0	0
WBGene00018313	0	0	0.0169129322080799	0.0348891206301813
WBGene00018312	0.0520207422652439	0.0154652598146637	0	0.0872228015754531
WBGene00201947	0	0	0	0
WBGene00019561	5.5315389275376	0	8.18585918871066	0
WBGene00044778	0	0.0309305196293274	0.0338258644161597	0
WBGene00019562	0.710950144291667	0.0154652598146637	1.35303457664639	0.0348891206301813
WBGene00019560	0	0	0.118390525456559	0
WBGene00201938	0	0	0	0
WBGene00019559	0	0	0.0169129322080799	0.0523336809452719
WBGene00019558	0.104041484530488	0	0.219868118705038	0.0523336809452719
WBGene00019557	0.0693609896869919	0	0	0
WBGene00019563	0.0867012371087399	4.70143898365777	0.0507387966242396	3.64591310585394
WBGene00019556	9.77989954586586	0.216513637405292	18.0630115982293	0.174445603150906
WBGene00023103	0	0	0	0
WBGene00235188	0	0	0	0
WBGene00020155	98.2845223864675	63.5467525784532	56.9289298123968	94.1831811411743
WBGene00020156	8.27129802017378	2.69095520775149	10.0970205282237	3.17490997734649
WBGene00006118	0.017340247421748	0	0	0
WBGene00044777	4.99399125746342	0	13.344303512175	0.0348891206301813
WBGene00044776	1.87274672154878	0.695936691659867	0.575039695074716	0.907117136384712
WBGene00005210	0.0520207422652439	0.0154652598146637	0.219868118705038	0.0174445603150906
WBGene00005622	0.017340247421748	0	0.0169129322080799	0.0174445603150906
WBGene00020157	0.780311133978659	0.170117857961301	0.253693983121198	0.628004171343262
WBGene00255731	0.0346804948434959	0	0.0169129322080799	0
WBGene00255732	0	0	0	0
WBGene00255733	0	0	0.0169129322080799	0
WBGene00235327	0	0	0	0
WBGene00003550	3.64145195856707	2.30432371238489	1.82659667847263	1.44789850615252
WBGene00001480	31.5072295653161	14.1043169509733	43.2632805882683	8.42572263218877
WBGene00019241	44.0789089460833	54.221200910211	55.2376365915889	38.0640306075277
WBGene00019240	94.2269044897785	97.1063663762734	73.6219939017717	67.2836691353045
WBGene00019239	0.190742721639228	0.711401951474531	0.422823305201997	0.174445603150906
WBGene00172957	0	0	0	0
WBGene00021747	5.37547670074187	6.55727016141741	7.6446453580521	3.76802502805957
WBGene00021748	14.8085712981728	20.1976293179508	27.111430329552	20.3752464480259
WBGene00021750	3.17326527817988	10.9339386889672	5.1246184590482	5.63459298177427
WBGene00005024	9.57181657680488	23.2597507612542	11.5515326981186	7.29182621170788
WBGene00196278	0	0	0	0
WBGene00197318	0	0	0	0
WBGene00201430	0	0	0	0.0174445603150906
WBGene00200351	0	0	0	0
WBGene00006770	15.5542019373079	15.4033987754051	11.4162292404539	5.96603962776099
WBGene00220173	0	0	0	0
WBGene00021749	10.6815924117968	18.7284296355578	15.7121140213062	8.87928120038113
WBGene00019971	51.0670286570478	172.344855374612	44.8023574192036	105.086031338106
WBGene00019972	28.8021509675234	3.85084969385126	55.4067659136697	10.5714035509449
WBGene00019973	25.1086782666911	7.09855425493064	13.0398707324296	25.224834215621
WBGene00019975	0.93637336077439	0.355700975737265	0.659604356115115	0.523336809452719
WBGene00195716	0	0	0	0
WBGene00015344	64.6791228831199	64.4128071280743	46.9502998096297	22.6779284096178
WBGene00019625	0.208082969060976	0.0463957794439911	0.0676517288323195	0.122111922205634
WBGene00044515	2.11551018545325	0.402096755181256	0.845646610403994	0.662893291973444
WBGene00197358	0	0	0	0
WBGene00201957	0	0	0	0
WBGene00006255	0	0	0	0
WBGene00019624	116.647844406099	38.1064001833314	70.9159247484789	29.3766395706126
WBGene00006129	0	0.0154652598146637	0.0169129322080799	0
WBGene00019626	4.24836061832825	0.154652598146637	9.13298339236313	0.0523336809452719
WBGene00019623	4.7338875461372	1.31454708424642	13.3612164443831	1.97123531560524
WBGene00173041	0	0	0	0
WBGene00268190	0.156062226795732	0	0.219868118705038	0.0174445603150906
WBGene00268189	0.0346804948434959	0.0463957794439911	0.0338258644161597	0.0523336809452719
WBGene00021746	0.0867012371087399	0.0309305196293274	0.0676517288323195	0.0174445603150906
WBGene00021745	1.99412845350102	0.340235715922602	0.828733678195914	1.84912339339961
WBGene00021744	0.242763463904472	0	0.777994881571674	0
WBGene00021743	32.1141382250772	34.2555504894801	8.55794369728842	52.9791296769302
WBGene00021741	1.82072597928354	1.25268604498776	1.69129322080799	2.61668404726359
WBGene00021740	3.15592503075813	2.67548994793682	2.57076569562814	3.47146750270303
WBGene00196172	0	0	0	0
WBGene00021072	0.312124453591464	0.170117857961301	0.642691423907035	0.122111922205634
WBGene00000785	78.9501465112185	639.93698587097	36.210587857499	40.7156037754215
WBGene00021070	3.95357641215854	16.1921270259529	0.980950068068632	3.94247063121048
WBGene00200572	0	0	0.0169129322080799	0
WBGene00020663	0.26010371132622	0.185583117775965	0.236781050913118	0.0872228015754531
WBGene00219734	0.0346804948434959	0	0.186042254288879	0
WBGene00000552	164.368205310749	215.864096493076	166.203384808801	125.251943062351
WBGene00020664	0.156062226795732	0.0463957794439911	0.101477593248479	0.157001042835816
WBGene00196225	0	0	0	0
WBGene00198904	0	0	0	0
WBGene00004230	0.242763463904472	0.587679872957221	0.355171576369677	1.04667361890544
WBGene00202436	0	0	0	0
WBGene00197740	0	0	0	0
WBGene00020662	1263.23702467434	512.023821943886	316.001225375764	834.617543715196
WBGene00017764	7.2308831748689	0.216513637405292	1.84350961068071	3.78546958837467
WBGene00268191	0	0	0.0169129322080799	0
WBGene00021737	0.0693609896869919	0	0.321345711953518	0
WBGene00200332	0	0	0	0
WBGene00197345	0	0	0	0
WBGene00021738	15.7622849063689	29.9098124815596	18.7395288865525	17.1654473500492
WBGene00021736	32.5996651528862	83.9144997543653	61.7491154916996	57.0262676700313
WBGene00195169	11.9994512158496	2.2579279329409	23.0692395318209	7.65816197832478
WBGene00219759	0	0	0.0169129322080799	0
WBGene00021739	15.0860152569207	11.0885912871139	31.2550987205316	19.1541272259695
WBGene00021735	102.584903747061	199.641038947494	188.393151865802	186.273015044538
WBGene00235315	7.83779183463008	1.05163766739713	5.2091831200886	1.81423427276942
WBGene00255579	0	0.0618610392586548	0	0
WBGene00016539	6.8667379790122	7.19134581381862	5.93643920503604	5.75670490397991
WBGene00199913	0	0	0	0
WBGene00195268	0	0	0	0
WBGene00016538	2.1675309277185	0.773262990733185	6.13939439153299	1.08156273953562
WBGene00004266	134.542979745343	111.674641121687	125.646173373825	66.0102162323029
WBGene00198782	0.0693609896869919	0	0.101477593248479	0
WBGene00016540	33.3626360394431	6.6036659408614	39.2380027227453	6.80337852288534
WBGene00022288	7.2655636697124	0.386631495366593	16.5577606317102	0.959450817329984
WBGene00022289	0.398825690700203	0	1.26846991560599	0.0348891206301813
WBGene00004053	74.8405078722643	48.6846378965614	97.0633179421704	27.2309586518565
WBGene00044747	0	0	0	0
WBGene00001171	0.641589154604675	0.185583117775965	0.608865559490875	0.540781369767809
WBGene00201332	0	0	0	0
WBGene00017502	0.277443958747968	0.355700975737265	0.541213830658556	0.889672576069622
WBGene00044774	2.39295414420122	1.42280390294906	2.62150449225238	3.52380118364831
WBGene00220206	0	0	0	0
WBGene00022285	0.832331876243903	0.556749353327894	1.11625352573327	1.1164518601658
WBGene00197907	0	0	0	0
WBGene00199852	0	0	0	0
WBGene00199049	0	0	0	0.0697782412603625
WBGene00022284	9.65851781391362	2.90746884515678	6.22395905257339	4.06458255341612
WBGene00004923	2.87848107201016	1.25268604498776	2.23250705146654	1.72701147119397
WBGene00196449	0	0	0	0
WBGene00022286	37.8364198742541	51.1126836874636	50.0622793359164	23.7246020285233
WBGene00022287	0.381485443278455	0.201048377590628	0.456649169618157	0.540781369767809
WBGene00004925	4.85526927808943	2.58269838904884	2.65533035666854	2.00612443623542
WBGene00195319	0	0	0	0
WBGene00020017	0.121381731952236	0.185583117775965	0.101477593248479	0.0348891206301813
WBGene00001578	44.5644358738923	13.6248938967187	12.3971793085225	10.6411817922053
WBGene00019976	1.23115756694411	0	2.73989501770894	0
WBGene00019979	13.2826295250589	7.85635198584916	9.48815496873281	9.14094960510749
WBGene00044900	2.30625290709248	0.170117857961301	1.48833803431103	0.348891206301812
WBGene00000555	1.00573435046138	0.0309305196293274	1.53907683093527	0.0174445603150906
WBGene00000559	0.0693609896869919	0	0.304432779745438	0
WBGene00000558	151.623123455764	8.72240653547033	115.109416608192	12.3856378237143
WBGene00000557	7.35226490682114	2.4280457909022	2.21559411925846	4.48325200097829
WBGene00000556	43.7321039976484	3.13944774237673	8.96385407028233	3.29702189955213
WBGene00005611	0	0	0	0.0348891206301813
WBGene00174088	0	0	0	0.0174445603150906
WBGene00019980	0.485526927808943	0.0154652598146637	1.45451216989487	0.27911296504145
WBGene00019978	14.9126127827033	45.0039060606714	7.54316776480362	75.3081668802462
WBGene00019977	1.00573435046138	1.71664383942767	0.913298339236313	2.19801459970142
WBGene00004139	0.26010371132622	0.170117857961301	0.304432779745438	0.401224887247084
WBGene00018757	32.5476444106209	18.7748254150017	29.005678736857	10.0655113018073
WBGene00006794	288.194912149451	271.987524360491	222.016061095464	195.152296244919
WBGene00016513	34.3163496476392	8.08833088306912	31.8977901444386	16.8340007040625
WBGene00016514	0.225423216482724	0.0309305196293274	0.0845646610403994	0.0174445603150906
WBGene00045390	2.73975909263618	0.866054549621168	1.79277081405647	1.62234410930343
WBGene00016512	17.2362059372175	0.12372207851731	39.81304241782	0.418669447562175
WBGene00005690	0.0520207422652439	0.0154652598146637	0.0169129322080799	0.0697782412603625
WBGene00016516	1.68200399990955	0	4.31279771306037	0
WBGene00005691	0.017340247421748	0.0309305196293274	0	0
WBGene00016517	0.381485443278455	0.324770456107938	0.219868118705038	0.488447688822538
WBGene00023317	0	0	0	0
WBGene00006268	0.0520207422652439	0	0	0.0523336809452719
WBGene00006270	0	0	0.0169129322080799	0
WBGene00006267	0	0.0154652598146637	0.0169129322080799	0
WBGene00006265	0.017340247421748	0	0	0
WBGene00019348	0.017340247421748	0.0309305196293274	0.0338258644161597	0.104667361890544
WBGene00006248	0	0	0	0.0174445603150906
WBGene00019349	0.138721979373984	0.0309305196293274	0.270606915329278	0.0348891206301813
WBGene00019350	0.017340247421748	0.0154652598146637	0.422823305201997	0.0174445603150906
WBGene00018707	6.95343921612094	2.83014254608346	2.84137261095742	8.58272367502459
WBGene00198331	0	0	0	0
WBGene00018708	11.8433889890539	0.572214613142557	1.70820615301607	8.09427598620205
WBGene00018706	0.0346804948434959	0.108256818702646	0.0676517288323195	0.0697782412603625
WBGene00018709	0.0867012371087399	0.0773262990733185	0.118390525456559	0.0174445603150906
WBGene00197355	0	0	0	0
WBGene00199430	0	0	0	0
WBGene00000387	14.0802809064594	49.8909281621051	11.6699232235751	18.4389002530508
WBGene00017509	9.29437261805691	0.510353573883902	11.3485775116216	1.60489954898834
WBGene00017508	2.39295414420122	0.139187338331973	3.56862869590485	0.471003128507447
WBGene00017507	2.77443958747968	1.11349870665579	2.38472344133926	1.74445603150906
WBGene00017506	78.8807855215315	54.0974788316936	86.5096482443285	89.124258649798
WBGene00017505	0.225423216482724	1.08256818702646	0.135303457664639	0.976895377645075
WBGene00017504	12.1208329478018	1.94862273664763	14.6804251566133	6.94293500540607
WBGene00167824	0	0	0	0
WBGene00017510	0.849672123665651	0.170117857961301	1.28538284781407	0.453558568192356
WBGene00017503	5.30611571105488	2.21153215349691	3.33184764499173	4.02969343278593
WBGene00017511	0	0.0154652598146637	0.0845646610403994	0.0174445603150906
WBGene00017512	0.745630639135163	0.95884610850915	0.575039695074716	0.924561696699803
WBGene00003707	8.32331876243903	2.47444157034619	6.66369528998347	4.50069656129338
WBGene00003700	2.35827364935772	1.4073386431344	1.21773111898175	1.29089746331671
WBGene00021610	3.34666775239736	0.927915588879823	2.53693983121198	0.453558568192356
WBGene00021611	1.66466375248781	0.448492534625248	1.72511908522415	0.715226972918716
WBGene00021612	0	0	0	0
WBGene00198427	0	0	0	0
WBGene00021609	0.0693609896869919	0	0.0169129322080799	0
WBGene00006253	0.0346804948434959	0	0.0169129322080799	0
WBGene00006252	0	0	0.0169129322080799	0
WBGene00021608	4.3003813605935	0.0309305196293274	9.04841873132273	0.0697782412603625
WBGene00000108	0.0867012371087399	0	0.0507387966242396	0.27911296504145
WBGene00019393	0.0346804948434959	0.0309305196293274	0.186042254288879	0.0348891206301813
WBGene00019392	0	0	0	0
WBGene00019391	0.138721979373984	0.154652598146637	0.236781050913118	0.191890163465997
WBGene00019384	0	0	0.0676517288323195	0
